"","X","case_id","year2020","continuous_treat","binary_treat","withdraw_school","agri_hours_worked","cereal_consump","roots_consump","nuts_consump","vegetables_consump","meatfish_consump","fruit_consump","milk_consump","fats_consump","sugar_consump","spices_consump","days_ate","religion","own_nonagri_business","perception_food","perception_housing","perception_clothing","perception_healthcare","floods","urban","district","sdate","smonth","syear","real_annual_consump","health_consump","drugs_consump","outpatient_consump","hospitalization_consump","dist_road","dist_popcenter","wetness_index","annual_mean_temp","annual_precipitation","ill_2wks","year_cont","cant_feed_fam","did","illness_cause_1","illness_cause_2","loss_after_death","loss_value","died_from_illness","stop_activities_past_week","anyone_else_stop_activities","spending_4wks_illnesses","hosp_12mnths","cost_hosp","borrow_sell_fund_treatment","lat","long","binary_treat_nann","site_id","site_type","site_is_health_center","site_accessibility","site_number_of_IDPs","binary_treat_nann_4km","site_id_of_nearest_4km","binary_treat_nann_3km","site_id_of_nearest_3km","binary_treat_nann_2km","site_id_of_nearest_2km","binary_treat_nann_6km","site_id_of_nearest_6km","binary_treat_nann_7km","site_id_of_nearest_7km","binary_treat_nann_10km","site_id_of_nearest_10km","hh_size","highest_educ"
"1579",1579,303025360096,1,3,1,0,0,7,1,2,4,7,0,0,4,0,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",18,"2",2020,669006.25,0,0,0,0,19.2999992370605,22.7999992370605,14,222,1350,1,2020,0,1,"8",NA,0,NA,1,14,0,0,0,0,NA,-15.5189304351807,35.4697303771973,TRUE,"ZO_007","Other",0,1,404,1,"ZO_007",0,NA,0,NA,1,"ZO_007",1,"ZO_007",1,"ZO_007",2,NA
"1580",1580,303025360107,1,3,1,0,0,7,0,0,7,6,2,0,7,1,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",18,"2",2020,1193761.375,28407.146484375,3528.2763671875,15289.197265625,9589.673828125,19.2999992370605,22.7999992370605,14,222,1350,1,2020,1,1,NA,NA,0,NA,0,1,1,1300,0,0,NA,-15.5189304351807,35.4697303771973,TRUE,"ZO_007","Other",0,1,404,1,"ZO_007",0,NA,0,NA,1,"ZO_007",1,"ZO_007",1,"ZO_007",8,NA
"1581",1581,303025360110,1,3,1,0,9,7,0,0,5,7,0,0,7,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",17,"2",2020,1113367.5,2442.65283203125,0,0,2442.65283203125,19.2999992370605,22.7999992370605,14,222,1350,1,2020,1,1,NA,NA,0,NA,0,0,0,0,1,0,0,-15.5189304351807,35.4697303771973,TRUE,"ZO_007","Other",0,1,404,1,"ZO_007",0,NA,0,NA,1,"ZO_007",1,"ZO_007",1,"ZO_007",3,NA
"1582",1582,303025360118,1,3,1,1,28,7,0,0,7,7,0,0,0,0,7,3.77777777777778,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",17,"2",2020,1076394,128058.3359375,4116.322265625,105848.2890625,18093.724609375,19.2999992370605,22.7999992370605,14,222,1350,1,2020,1,1,NA,NA,0,NA,0,14,14,9000,0,12000,NA,-15.5189304351807,35.4697303771973,TRUE,"ZO_007","Other",0,1,404,1,"ZO_007",0,NA,0,NA,1,"ZO_007",1,"ZO_007",1,"ZO_007",9,NA
"1583",1583,303025360124,1,3,1,1,6,7,0,4,7,7,1,0,7,7,7,6.46153846153846,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",17,"2",2020,5348268.5,11760.9208984375,0,0,11760.9208984375,19.2999992370605,22.7999992370605,14,222,1350,1,2020,1,1,NA,NA,0,NA,0,0,0,0,0,13000,NA,-15.5189304351807,35.4697303771973,TRUE,"ZO_007","Other",0,1,404,1,"ZO_007",0,NA,0,NA,1,"ZO_007",1,"ZO_007",1,"ZO_007",13,NA
"1584",1584,303025360133,1,3,1,0,2,5,0,2,5,2,0,0,5,0,7,6.25,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",17,"2",2020,714172.5,79160.046875,0,70565.5234375,8594.51953125,19.2999992370605,22.7999992370605,14,222,1350,0,2020,1,1,NA,NA,0,NA,0,0,0,6000,0,6500,NA,-15.5189304351807,35.4697303771973,TRUE,"ZO_007","Other",0,1,404,1,"ZO_007",0,NA,0,NA,1,"ZO_007",1,"ZO_007",1,"ZO_007",4,NA
"1585",1585,303025360135,1,3,1,0,0,6,0,0,4,2,2,0,0,0,6,6.25,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",19,"2",2020,912589.875,47043.68359375,0,47043.68359375,0,19.2999992370605,22.7999992370605,14,222,1350,1,2020,1,1,NA,NA,0,NA,0,21,14,4000,0,0,NA,-15.5189304351807,35.4697303771973,TRUE,"ZO_007","Other",0,1,404,1,"ZO_007",0,NA,0,NA,1,"ZO_007",1,"ZO_007",1,"ZO_007",4,NA
"1586",1586,303025360136,1,3,1,0,10,7,0,0,7,3,1,0,3,1,7,6.28571428571429,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",18,"2",2020,1099320.625,54100.23828125,0,54100.23828125,0,19.2999992370605,22.7999992370605,14,222,1350,1,2020,1,1,NA,NA,0,NA,0,0,0,4600,0,0,NA,-15.5189304351807,35.4697303771973,TRUE,"ZO_007","Other",0,1,404,1,"ZO_007",0,NA,0,NA,1,"ZO_007",1,"ZO_007",1,"ZO_007",7,NA
"1587",1587,303045370005,1,0,0,0,0,7,2,2,7,2,0,0,2,3,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",16,"5",2019,1036262.75,3420.48364257812,2736.38696289062,684.096740722656,0,1.29999995231628,9.19999980926514,14,209,1242,1,2020,1,0,NA,NA,0,NA,0,0,0,5,1,0,0,-15.4633703231812,35.289249420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",5,NA
"1588",1588,303045370016,1,0,0,0,10,7,3,1,2,2,2,7,3,7,7,5.25,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",11,"5",2019,1061487.25,21049.130859375,0,0,21049.130859375,1.29999995231628,9.19999980926514,14,209,1242,1,2020,1,0,NA,NA,0,NA,0,14,0,0,1,0,1,-15.4633703231812,35.289249420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",4,NA
"1589",1589,303045370043,1,0,0,0,0,7,3,4,7,2,1,0,7,7,7,5.6,"christianity",0,"It was just adequate for household needs","It was more than adequate for household needs","It was less than adequate for household needs",1,0,0,"Zomba",13,"5",2019,1590462.25,0,0,0,0,1.29999995231628,9.19999980926514,14,209,1242,1,2020,0,0,NA,NA,0,NA,0,5,2,0,0,0,NA,-15.4633703231812,35.289249420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",5,NA
"1590",1590,303045370064,1,0,0,0,0,7,6,4,7,2,1,7,7,7,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",13,"5",2019,1990126.625,6840.96728515625,0,6840.96728515625,0,1.29999995231628,9.19999980926514,14,209,1242,0,2020,1,0,NA,NA,0,NA,0,0,0,500,0,0,NA,-15.4633703231812,35.289249420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",2,NA
"1591",1591,303045370079,1,0,0,0,45,7,2,0,7,2,2,0,5,7,7,6.5,"islam",1,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",11,"5",2019,847967.375,12313.7412109375,12313.7412109375,0,0,1.29999995231628,9.19999980926514,14,209,1242,1,2020,1,0,NA,NA,0,NA,0,3,0,0,0,0,NA,-15.4633703231812,35.289249420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",4,NA
"1592",1592,303045370164,1,0,0,0,36,7,7,0,3,2,1,1,7,7,7,7,"islam",1,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,0,0,"Zomba",14,"5",2019,826462.1875,0,0,0,0,1.29999995231628,9.19999980926514,14,209,1242,1,2020,0,0,NA,NA,0,NA,0,1,0,0,0,0,NA,-15.4633703231812,35.289249420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",3,NA
"1593",1593,303045370189,1,0,0,0,9,7,2,1,7,1,3,1,4,1,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",15,"5",2019,645479.1875,5262.28271484375,0,0,5262.28271484375,1.29999995231628,9.19999980926514,14,209,1242,1,2020,1,0,NA,NA,0,NA,0,6,5,0,0,0,NA,-15.4633703231812,35.289249420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",4,NA
"1594",1594,303045370190,1,0,0,0,0,7,3,1,7,2,7,0,7,7,7,5.5,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",14,"5",2019,955158.5,11882.234375,4515.03857421875,0,7367.19580078125,1.29999995231628,9.19999980926514,14,209,1242,1,2020,1,0,NA,NA,0,NA,0,2,2,0,0,0,NA,-15.4633703231812,35.289249420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",4,NA
"1595",1595,303045370231,1,0,0,1,29,7,1,3,7,4,4,0,7,7,3,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba",14,"5",2019,1758768.375,10945.5478515625,5472.77392578125,5472.77392578125,0,1.29999995231628,9.19999980926514,14,209,1242,1,2020,0,0,NA,NA,0,NA,0,0,0,400,0,0,NA,-15.4633703231812,35.289249420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",7,NA
"1596",1596,303045370248,1,0,0,0,9,7,3,6,7,4,4,0,4,2,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",14,"5",2019,1080016.5,47886.7734375,6840.96728515625,41045.8046875,0,1.29999995231628,9.19999980926514,14,209,1242,1,2020,0,0,NA,NA,0,NA,0,14,0,3000,0,0,NA,-15.4633703231812,35.289249420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",8,NA
"1597",1597,303045370295,1,0,0,1,0,7,5,5,7,7,4,0,7,7,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",15,"5",2019,1660166.5,41045.8046875,0,41045.8046875,0,1.29999995231628,9.19999980926514,14,209,1242,1,2020,1,0,NA,NA,0,NA,0,7,5,3000,0,0,NA,-15.4633703231812,35.289249420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",4,NA
"1598",1598,303045370345,1,0,0,1,3,7,3,3,7,5,7,4,7,7,7,6.66666666666667,"christianity",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",13,"5",2019,1886835.625,36667.5859375,11356.005859375,25311.580078125,0,1.29999995231628,9.19999980926514,14,209,1242,1,2020,1,0,NA,NA,0,NA,0,14,14,1850,0,0,NA,-15.4633703231812,35.289249420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",3,NA
"1599",1599,303045370368,1,0,0,0,0,7,3,2,7,5,4,7,7,7,7,5.6,"christianity",1,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",11,"5",2019,1479618.5,10535.08984375,10535.08984375,0,0,1.29999995231628,9.19999980926514,14,209,1242,1,2020,0,0,NA,NA,0,NA,0,5,5,0,0,0,NA,-15.4633703231812,35.289249420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",5,NA
"1600",1600,303045370390,1,0,0,1,0,7,0,5,4,0,0,0,4,4,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",11,"5",2019,915745.0625,47886.7734375,0,47886.7734375,0,1.29999995231628,9.19999980926514,14,209,1242,1,2020,1,0,NA,NA,0,NA,0,0,0,2000,0,0,NA,-15.4633703231812,35.289249420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",5,NA
"1601",1601,303045370414,1,0,0,0,0,7,4,3,7,6,7,7,7,7,7,7,"islam",0,"It was more than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba",16,"5",2019,2818705.5,13681.9345703125,0,13681.9345703125,0,1.29999995231628,9.19999980926514,14,209,1242,1,2020,0,0,NA,NA,0,NA,0,3,3,1000,0,0,NA,-15.4633703231812,35.289249420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",4,NA
"1602",1602,303045370439,1,0,0,1,0,7,6,7,7,3,7,7,7,7,7,6.22222222222222,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",29,"5",2019,7667079.5,0,0,0,0,1.29999995231628,9.19999980926514,14,209,1242,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.4633703231812,35.289249420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",9,NA
"1603",1603,303045380002,1,0,0,1,35,7,4,7,7,2,7,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,1,0,"Zomba",16,"11",2019,634327.125,3649.87646484375,0,0,3649.87646484375,6.40000009536743,11.8999996185303,13,213,1269,0,2020,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.4881496429443,35.3296585083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",2,NA
"1604",1604,303045380012,1,0,0,0,40,6,0,2,6,4,5,0,7,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",16,"11",2019,581385.3125,0,0,0,0,6.40000009536743,11.8999996185303,13,213,1269,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.4881496429443,35.3296585083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",4,NA
"1605",1605,303045380047,1,0,0,0,25,7,3,2,5,4,2,0,7,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",15,"11",2019,897615.25,2564.77807617188,2564.77807617188,0,0,6.40000009536743,11.8999996185303,13,213,1269,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.4881496429443,35.3296585083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",6,NA
"1606",1606,303045380057,1,0,0,0,4,7,0,3,7,2,3,0,2,4,7,5.25,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",15,"11",2019,623132.9375,2693.01708984375,2693.01708984375,0,0,6.40000009536743,11.8999996185303,13,213,1269,1,2020,1,0,NA,NA,0,NA,0,2,0,0,0,0,NA,-15.4881496429443,35.3296585083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",4,NA
"1607",1607,303045380094,1,0,0,0,83,7,1,1,7,4,7,0,7,4,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba",16,"11",2019,1716840,2959.359375,0,0,2959.359375,6.40000009536743,11.8999996185303,13,213,1269,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.4881496429443,35.3296585083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",9,NA
"1608",1608,303045380104,1,0,0,0,5,7,0,2,6,2,3,0,7,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",15,"11",2019,603925.4375,2564.77807617188,2564.77807617188,0,0,6.40000009536743,11.8999996185303,13,213,1269,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.4881496429443,35.3296585083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",3,NA
"1609",1609,303045380126,1,0,0,0,23,7,2,2,4,1,0,0,2,1,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",16,"11",2019,547530.8125,3600.55395507812,641.194519042969,0,2959.359375,6.40000009536743,11.8999996185303,13,213,1269,1,2020,1,0,NA,NA,0,NA,0,2,1,0,0,0,NA,-15.4881496429443,35.3296585083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",4,NA
"1610",1610,303045380134,1,0,0,1,60,7,0,4,7,3,7,0,7,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",2,0,0,"Zomba",15,"11",2019,895703.5625,2051.82250976562,2051.82250976562,0,0,6.40000009536743,11.8999996185303,13,213,1269,1,2020,1,0,NA,NA,0,NA,0,4,4,0,0,0,NA,-15.4881496429443,35.3296585083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",5,NA
"1611",1611,303045380166,1,0,0,0,33,7,0,2,5,2,2,0,5,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",15,"11",2019,664734.0625,7003.8173828125,2564.77807617188,0,4439.0390625,6.40000009536743,11.8999996185303,13,213,1269,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.4881496429443,35.3296585083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",4,NA
"1612",1612,303045380178,1,0,0,0,0,7,0,3,7,0,7,0,3,2,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",15,"11",2019,276939.0625,1282.38903808594,1282.38903808594,0,0,6.40000009536743,11.8999996185303,13,213,1269,1,2020,1,0,NA,NA,0,NA,0,5,5,0,0,0,NA,-15.4881496429443,35.3296585083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",2,NA
"1613",1613,303045380183,1,0,0,0,56,7,0,5,7,3,7,0,2,1,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",16,"11",2019,550991.125,1282.38903808594,1282.38903808594,0,0,6.40000009536743,11.8999996185303,13,213,1269,1,2020,1,0,NA,NA,0,NA,0,3,3,0,0,0,NA,-15.4881496429443,35.3296585083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",5,NA
"1614",1614,303045380185,1,0,0,0,16,7,4,4,7,4,7,0,7,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,0,0,"Zomba",15,"11",2019,756845.8125,0,0,0,0,6.40000009536743,11.8999996185303,13,213,1269,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.4881496429443,35.3296585083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",3,NA
"1615",1615,303045380194,1,0,0,0,42,7,4,3,7,2,4,0,7,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",15,"11",2019,778024.8125,1282.38903808594,1282.38903808594,0,0,6.40000009536743,11.8999996185303,13,213,1269,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.4881496429443,35.3296585083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",3,NA
"1616",1616,303045380213,1,0,0,0,26,7,0,0,7,4,3,0,7,1,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",16,"11",2019,707244.6875,1923.58361816406,1923.58361816406,0,0,6.40000009536743,11.8999996185303,13,213,1269,1,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.4881496429443,35.3296585083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",3,NA
"1617",1617,303045380223,1,0,0,0,26,7,3,4,7,3,4,0,5,0,7,6.71428571428571,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",16,"11",2019,1056725.25,11541.501953125,11541.501953125,0,0,6.40000009536743,11.8999996185303,13,213,1269,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.4881496429443,35.3296585083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",7,NA
"1618",1618,303045380243,1,0,0,0,14,7,0,1,7,1,1,0,7,0,7,7,"christianity",1,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,1,0,"Zomba",15,"11",2019,410876.5,0,0,0,0,6.40000009536743,11.8999996185303,13,213,1269,0,2020,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.4881496429443,35.3296585083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,NA
"1619",1619,303055390011,1,0,0,0,18,7,2,3,7,1,7,0,7,3,7,6.83333333333333,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",2,0,0,"Zomba",11,"10",2019,881982.5,10583.353515625,10583.353515625,0,0,12.1000003814697,19.6000003814697,13,215,1272,1,2020,1,0,NA,NA,0,NA,0,14,0,0,0,0,NA,-15.5591201782227,35.3229713439941,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6,NA
"1620",1620,303055390016,1,0,0,0,25,7,3,6,7,1,1,0,5,0,7,5,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",10,"10",2019,676160.25,22489.626953125,2645.83837890625,19843.7890625,0,12.1000003814697,19.6000003814697,13,215,1272,1,2020,1,0,NA,NA,0,NA,0,3,0,1500,0,0,NA,-15.5591201782227,35.3229713439941,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7,NA
"1621",1621,303055390035,1,0,0,0,44,7,3,0,7,1,2,0,7,4,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",11,"10",2019,891967.9375,72760.5625,13229.1923828125,59531.3671875,0,12.1000003814697,19.6000003814697,13,215,1272,1,2020,1,0,NA,NA,0,NA,0,3,3,4500,0,0,NA,-15.5591201782227,35.3229713439941,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,NA
"1622",1622,303055390038,1,0,0,0,27,7,2,3,7,4,0,0,7,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",11,"10",2019,637733,2645.83837890625,2645.83837890625,0,0,12.1000003814697,19.6000003814697,13,215,1272,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.5591201782227,35.3229713439941,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6,NA
"1623",1623,303055390046,1,0,0,0,23,7,2,3,7,1,1,0,2,0,7,6.2,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",11,"10",2019,601184.8125,0,0,0,0,12.1000003814697,19.6000003814697,13,215,1272,1,2020,1,0,NA,NA,0,NA,0,7,7,0,0,0,NA,-15.5591201782227,35.3229713439941,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5,NA
"1624",1624,303055390047,1,0,0,0,40,7,0,4,3,1,1,0,4,0,7,7,"islam",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",10,"10",2019,638456.5625,33072.98046875,0,33072.98046875,0,12.1000003814697,19.6000003814697,13,215,1272,1,2020,1,0,NA,NA,0,NA,0,14,14,2500,0,0,NA,-15.5591201782227,35.3229713439941,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,8,NA
"1625",1625,303055390053,1,0,0,0,0,7,3,4,5,1,2,0,7,2,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",11,"10",2019,535116.875,2116.6708984375,2116.6708984375,0,0,12.1000003814697,19.6000003814697,13,215,1272,1,2020,1,0,NA,NA,0,NA,0,4,4,0,0,0,NA,-15.5591201782227,35.3229713439941,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA
"1626",1626,303055390064,1,0,0,0,0,7,0,3,5,1,0,0,3,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,1,0,"Zomba",11,"10",2019,302266.65625,0,0,0,0,12.1000003814697,19.6000003814697,13,215,1272,0,2020,1,0,"19",NA,0,NA,1,0,0,0,0,0,NA,-15.5591201782227,35.3229713439941,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA
"1627",1627,303055390069,1,0,0,0,30,7,2,5,7,2,1,0,5,2,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",10,"10",2019,599723.625,61057.8125,0,52916.76953125,8141.04150390625,12.1000003814697,19.6000003814697,13,215,1272,1,2020,1,0,NA,NA,0,NA,0,2,2,4000,0,3500,NA,-15.5591201782227,35.3229713439941,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA
