"","X","case_id","year2020","continuous_treat","binary_treat","withdraw_school","agri_hours_worked","cereal_consump","roots_consump","nuts_consump","vegetables_consump","meatfish_consump","fruit_consump","milk_consump","fats_consump","sugar_consump","spices_consump","days_ate","religion","own_nonagri_business","perception_food","perception_housing","perception_clothing","perception_healthcare","floods","urban","district","sdate","smonth","syear","real_annual_consump","health_consump","drugs_consump","outpatient_consump","hospitalization_consump","dist_road","dist_popcenter","wetness_index","annual_mean_temp","annual_precipitation","ill_2wks","year_cont","cant_feed_fam","did","illness_cause_1","illness_cause_2","loss_after_death","loss_value","died_from_illness","stop_activities_past_week","anyone_else_stop_activities","spending_4wks_illnesses","hosp_12mnths","cost_hosp","borrow_sell_fund_treatment","lat","long","binary_treat_nann","site_id","site_type","site_is_health_center","site_accessibility","site_number_of_IDPs","binary_treat_nann_4km","site_id_of_nearest_4km","binary_treat_nann_3km","site_id_of_nearest_3km","binary_treat_nann_2km","site_id_of_nearest_2km","binary_treat_nann_6km","site_id_of_nearest_6km","binary_treat_nann_7km","site_id_of_nearest_7km","binary_treat_nann_10km","site_id_of_nearest_10km","hh_size","highest_educ"
"1628",1628,303055390079,1,0,0,0,0,7,2,2,7,3,1,0,5,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",10,"10",2019,527369.8125,0,0,0,0,12.1000003814697,19.6000003814697,13,215,1272,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.5591201782227,35.3229713439941,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA
"1629",1629,303055390097,1,0,0,0,0,7,2,3,5,3,1,0,5,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",10,"10",2019,556464.375,2645.83837890625,2645.83837890625,0,0,12.1000003814697,19.6000003814697,13,215,1272,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.5591201782227,35.3229713439941,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA
"1630",1630,303055390157,1,0,0,0,51,7,0,3,4,0,0,0,0,0,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",10,"10",2019,268694.65625,1322.91918945312,1322.91918945312,0,0,12.1000003814697,19.6000003814697,13,215,1272,1,2020,1,0,NA,NA,0,NA,0,7,0,0,0,0,NA,-15.5591201782227,35.3229713439941,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA
"1631",1631,303055390183,1,0,0,0,70,7,1,2,7,1,0,0,7,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",12,"10",2019,349820.4375,0,0,0,0,12.1000003814697,19.6000003814697,13,215,1272,0,2020,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.5591201782227,35.3229713439941,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,NA
"1632",1632,303055390201,1,0,0,0,22,7,2,2,7,1,0,0,2,1,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",2,1,0,"Zomba",12,"10",2019,577099,6696.0068359375,2116.6708984375,0,4579.3359375,12.1000003814697,19.6000003814697,13,215,1272,1,2020,1,0,NA,NA,0,NA,0,2,2,0,0,0,NA,-15.5591201782227,35.3229713439941,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5,NA
"1633",1633,303055390208,1,0,0,1,0,7,2,2,6,5,0,0,5,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",11,"10",2019,620119.6875,19843.7890625,19843.7890625,0,0,12.1000003814697,19.6000003814697,13,215,1272,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.5591201782227,35.3229713439941,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA
"1634",1634,303055390219,1,0,0,0,6,7,1,1,7,1,1,0,2,0,7,6,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba",10,"10",2019,288223.71875,1322.91918945312,1322.91918945312,0,0,12.1000003814697,19.6000003814697,13,215,1272,1,2020,1,0,NA,NA,0,NA,0,1,0,0,0,0,NA,-15.5591201782227,35.3229713439941,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,NA
"1635",1635,303055400004,1,0,0,1,0,7,0,4,7,3,0,0,7,3,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",7,"7",2019,1471886.25,61476.8671875,39858.62890625,21618.240234375,0,14.5,20,15,217,1309,1,2020,1,0,NA,NA,0,NA,0,16,9,1600,0,0,NA,-15.5542497634888,35.3687210083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7,NA
"1636",1636,303055400012,1,0,0,0,8,7,3,7,7,1,1,0,3,2,7,5.5,"christianity",0,"It was less than adequate for household needs","It was more than adequate for household needs","It was just adequate for household needs",2,1,0,"Zomba",9,"7",2019,786984.625,6755.69970703125,6755.69970703125,0,0,14.5,20,15,217,1309,1,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.5542497634888,35.3687210083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA
"1637",1637,303055400013,1,0,0,1,0,7,3,2,7,2,4,0,5,3,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",9,"7",2019,951662,144925.34375,10538.8916015625,109442.3359375,24944.123046875,14.5,20,15,217,1309,1,2020,1,0,"1",NA,0,NA,1,12,12,8100,0,0,NA,-15.5542497634888,35.3687210083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5,NA
"1638",1638,303055400033,1,0,0,0,0,7,0,2,5,2,2,0,2,1,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",9,"7",2019,356556.46875,0,0,0,0,14.5,20,15,217,1309,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.5542497634888,35.3687210083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA
"1639",1639,303055400042,1,0,0,1,0,7,7,1,3,1,1,0,7,7,7,5.25,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,1,0,"Zomba",8,"7",2019,784697.4375,0,0,0,0,14.5,20,15,217,1309,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.5542497634888,35.3687210083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,NA
"1640",1640,303055400046,1,0,0,0,36,7,3,2,3,2,1,0,4,3,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",7,"7",2019,1003438.3125,38663.390625,0,31076.21875,7587.17041015625,14.5,20,15,217,1309,1,2020,1,0,NA,NA,0,NA,0,11,11,2300,0,3500,NA,-15.5542497634888,35.3687210083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5,NA
"1641",1641,303055400049,1,0,0,0,27,7,1,2,7,3,0,0,6,6,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,1,0,"Zomba",9,"7",2019,597349.125,14186.9697265625,14186.9697265625,0,0,14.5,20,15,217,1309,1,2020,0,0,NA,NA,0,NA,0,28,0,0,0,0,NA,-15.5542497634888,35.3687210083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,NA
"1642",1642,303055400091,1,0,0,0,0,7,2,2,6,3,0,0,3,1,7,5.83333333333333,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",7,"7",2019,437504.9375,11484.689453125,11484.689453125,0,0,14.5,20,15,217,1309,1,2020,1,0,NA,NA,0,NA,0,7,0,0,0,0,NA,-15.5542497634888,35.3687210083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6,NA
"1643",1643,303055400129,1,0,0,0,0,7,4,2,7,2,2,7,7,7,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,0,0,"Zomba",7,"7",2019,3462437,49992.1796875,0,49992.1796875,0,14.5,20,15,217,1309,1,2020,0,0,NA,NA,0,NA,0,3,4,3700,0,0,NA,-15.5542497634888,35.3687210083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA
"1644",1644,303055400153,1,0,0,0,0,7,2,4,5,2,0,0,7,7,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",7,"7",2019,834082.6875,0,0,0,0,14.5,20,15,217,1309,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.5542497634888,35.3687210083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,NA
"1645",1645,303055400176,1,0,0,0,0,7,7,4,7,2,1,4,6,4,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,0,0,"Zomba",7,"7",2019,496155.09375,11432.72265625,0,0,11432.72265625,14.5,20,15,217,1309,0,2020,0,0,NA,NA,0,NA,0,0,0,0,1,0,0,-15.5542497634888,35.3687210083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA
"1646",1646,303055400181,1,0,0,0,0,7,4,1,2,4,0,0,7,7,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",7,"7",2019,1550943.625,0,0,0,0,14.5,20,15,217,1309,1,2020,1,0,NA,NA,0,NA,0,3,0,0,0,0,NA,-15.5542497634888,35.3687210083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,8,NA
"1647",1647,303055400216,1,0,0,0,23,7,2,2,7,2,0,0,4,1,7,4.66666666666667,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,0,0,"Zomba",7,"7",2019,461349.75,6755.69970703125,6755.69970703125,0,0,14.5,20,15,217,1309,1,2020,0,0,NA,NA,0,NA,0,28,0,0,0,0,NA,-15.5542497634888,35.3687210083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA
"1648",1648,303055400222,1,0,0,1,0,7,1,1,4,2,0,0,0,1,7,2.33333333333333,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",8,"7",2019,315254.28125,0,0,0,0,14.5,20,15,217,1309,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.5542497634888,35.3687210083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6,NA
"1649",1649,303055400223,1,0,0,0,0,7,4,4,6,4,0,0,5,3,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",8,"7",2019,545252.875,6755.69970703125,6755.69970703125,0,0,14.5,20,15,217,1309,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.5542497634888,35.3687210083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,NA
"1650",1650,303055400245,1,0,0,0,15,7,3,7,7,4,1,0,7,3,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,1,0,"Zomba",8,"7",2019,1142754.625,33643.38671875,33643.38671875,0,0,14.5,20,15,217,1309,1,2020,1,0,NA,NA,0,NA,0,11,3,0,0,0,NA,-15.5542497634888,35.3687210083008,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6,NA
"1651",1651,303065410014,1,0,0,0,18,7,0,0,7,3,7,0,2,0,7,5.25,"christianity",0,"It was less than adequate for household needs","It was more than adequate for household needs","It was just adequate for household needs",2,0,0,"Zomba",28,"12",2019,511681.71875,0,0,0,0,1.5,14.5,16,211,1240,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.2645597457886,35.3688087463379,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",1,"ZO_020",4,NA
"1652",1652,303065410023,1,0,0,0,42,7,3,2,7,4,7,0,7,7,7,5.25,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,0,0,"Zomba",27,"12",2019,1182414.75,0,0,0,0,1.5,14.5,16,211,1240,0,2020,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.2645597457886,35.3688087463379,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",1,"ZO_020",4,NA
"1653",1653,303065410031,1,0,0,0,32,7,0,1,7,2,0,0,2,2,7,7,"islam",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",3,0,0,"Zomba",28,"12",2019,408642.65625,615.090698242188,615.090698242188,0,0,1.5,14.5,16,211,1240,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.2645597457886,35.3688087463379,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",1,"ZO_020",4,NA
"1654",1654,303065410036,1,0,0,0,48,7,0,2,5,4,7,0,7,5,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,0,0,"Zomba",29,"12",2019,1377226.75,5535.81640625,5535.81640625,0,0,1.5,14.5,16,211,1240,1,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.2645597457886,35.3688087463379,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",1,"ZO_020",3,NA
"1655",1655,303065410039,1,0,0,1,68,7,2,2,7,5,7,0,5,3,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",3,0,0,"Zomba",27,"12",2019,643732.125,0,0,0,0,1.5,14.5,16,211,1240,1,2020,1,0,NA,NA,0,NA,0,3,0,0,0,0,NA,-15.2645597457886,35.3688087463379,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",1,"ZO_020",4,NA
"1656",1656,303065410043,1,0,0,0,80,7,1,7,5,2,7,0,7,7,7,7,"islam",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,0,0,"Zomba",28,"12",2019,1144331,0,0,0,0,1.5,14.5,16,211,1240,1,2020,0,0,NA,NA,0,NA,0,5,4,0,0,0,NA,-15.2645597457886,35.3688087463379,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",1,"ZO_020",5,NA
"1657",1657,303065410056,1,0,0,0,90,4,0,5,6,3,5,4,7,2,7,7,"islam",0,"It was just adequate for household needs","It was just adequate for household needs","It was more than adequate for household needs",1,0,0,"Zomba",29,"12",2019,2207602.5,0,0,0,0,1.5,14.5,16,211,1240,1,2020,1,0,NA,NA,0,NA,0,2,2,0,0,0,NA,-15.2645597457886,35.3688087463379,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",1,"ZO_020",5,NA
"1658",1658,303065410060,1,0,0,1,94,7,0,3,7,5,7,0,7,7,7,6.5,"christianity",0,"It was more than adequate for household needs","It was more than adequate for household needs","It was more than adequate for household needs",3,0,0,"Zomba",28,"12",2019,830599.875,12301.814453125,0,12301.814453125,0,1.5,14.5,16,211,1240,1,2020,1,0,NA,NA,0,NA,0,7,0,1000,0,0,NA,-15.2645597457886,35.3688087463379,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",1,"ZO_020",6,NA
"1659",1659,303065410064,1,0,0,1,41,7,0,2,7,4,7,0,7,0,7,6.4,"islam",0,"It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",27,"12",2019,1772004.625,33385.23046875,738.10888671875,0,32647.123046875,1.5,14.5,16,211,1240,1,2020,1,0,NA,NA,0,NA,0,14,14,0,1,0,0,-15.2645597457886,35.3688087463379,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",1,"ZO_020",5,NA
"1660",1660,303065410068,1,0,0,0,73,7,0,1,7,2,7,0,7,0,7,7,"christianity",0,"It was more than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",2,0,0,"Zomba",28,"12",2019,1377135.875,0,0,0,0,1.5,14.5,16,211,1240,0,2020,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.2645597457886,35.3688087463379,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",1,"ZO_020",5,NA
"1661",1661,303065410072,1,0,0,0,30,7,7,7,7,6,7,0,5,7,7,7,"islam",0,"It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",2,0,0,"Zomba",27,"12",2019,1936358.75,0,0,0,0,1.5,14.5,16,211,1240,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.2645597457886,35.3688087463379,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",1,"ZO_020",3,NA
"1662",1662,303065410080,1,0,0,1,44,7,0,1,4,7,7,1,4,5,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba",28,"12",2019,1173418.75,52282.7109375,9226.3603515625,43056.3515625,0,1.5,14.5,16,211,1240,1,2020,1,0,NA,NA,0,NA,0,3,0,3500,0,0,NA,-15.2645597457886,35.3688087463379,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",1,"ZO_020",5,NA
"1663",1663,303065410089,1,0,0,0,0,7,0,0,5,4,7,0,4,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",27,"12",2019,558053.375,0,0,0,0,1.5,14.5,16,211,1240,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.2645597457886,35.3688087463379,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",1,"ZO_020",4,NA
"1664",1664,303065410093,1,0,0,0,0,3,0,0,7,3,7,0,3,0,3,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba",27,"12",2019,485702.5,0,0,0,0,1.5,14.5,16,211,1240,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.2645597457886,35.3688087463379,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",1,"ZO_020",5,NA
"1665",1665,303065410099,1,0,0,0,0,7,1,3,6,2,7,0,6,7,7,7,"islam",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,0,0,"Zomba",27,"12",2019,1030497.375,0,0,0,0,1.5,14.5,16,211,1240,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.2645597457886,35.3688087463379,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",1,"ZO_020",4,NA
"1666",1666,303065410103,1,0,0,0,34,7,1,2,7,5,2,0,7,7,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",27,"12",2019,1228397.25,1230.18139648438,1230.18139648438,0,0,1.5,14.5,16,211,1240,1,2020,1,0,"19",NA,0,NA,1,3,0,0,0,0,NA,-15.2645597457886,35.3688087463379,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",1,"ZO_020",3,NA
"1667",1667,303065420045,1,0,0,0,0,7,7,2,7,2,0,3,7,7,7,7,"islam",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,0,0,"Zomba",13,"9",2019,707864.1875,0,0,0,0,2.70000004768372,13.6000003814697,13,220,1241,0,2020,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.3196601867676,35.4185600280762,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",5,NA
"1668",1668,303065420079,1,0,0,0,2,7,3,1,4,3,1,0,0,0,4,3.33333333333333,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",14,"9",2019,582156.1875,0,0,0,0,2.70000004768372,13.6000003814697,13,220,1241,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.3196601867676,35.4185600280762,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",3,NA
"1669",1669,303065420084,1,0,0,0,0,7,2,4,7,3,0,0,5,6,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",13,"9",2019,539298.8125,0,0,0,0,2.70000004768372,13.6000003814697,13,220,1241,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.3196601867676,35.4185600280762,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",2,NA
"1670",1670,303065420089,1,0,0,0,4,7,2,3,3,0,0,0,0,2,7,5.6,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba",14,"9",2019,298183.53125,0,0,0,0,2.70000004768372,13.6000003814697,13,220,1241,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.3196601867676,35.4185600280762,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",5,NA
"1671",1671,303065420098,1,0,0,0,0,7,2,3,7,2,0,0,0,0,7,7,"islam",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba",15,"9",2019,231261.09375,0,0,0,0,2.70000004768372,13.6000003814697,13,220,1241,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.3196601867676,35.4185600280762,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",3,NA
"1672",1672,303065420154,1,0,0,0,0,7,1,1,7,1,0,0,7,1,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",13,"9",2019,490620.71875,13087.4423828125,13087.4423828125,0,0,2.70000004768372,13.6000003814697,13,220,1241,1,2020,1,0,NA,NA,0,NA,0,7,7,0,0,0,NA,-15.3196601867676,35.4185600280762,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",2,NA
"1673",1673,303065420189,1,0,0,0,0,7,2,3,5,2,0,0,7,1,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",12,"9",2019,730253.375,9815.5810546875,9815.5810546875,0,0,2.70000004768372,13.6000003814697,13,220,1241,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.3196601867676,35.4185600280762,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",5,NA
"1674",1674,303065420196,1,0,0,0,54,7,1,1,7,1,0,0,7,3,7,7,"islam",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba",12,"9",2019,648831.5,0,0,0,0,2.70000004768372,13.6000003814697,13,220,1241,0,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.3196601867676,35.4185600280762,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",8,NA
"1675",1675,303065420223,1,0,0,0,0,7,2,2,7,4,1,0,7,7,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",15,"9",2019,670865.125,6543.72119140625,6543.72119140625,0,0,2.70000004768372,13.6000003814697,13,220,1241,1,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.3196601867676,35.4185600280762,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",3,NA
"1676",1676,303065420234,1,0,0,0,0,7,4,4,7,2,1,0,6,4,7,7,"islam",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",2,1,0,"Zomba",12,"9",2019,722706.0625,1177.86975097656,1177.86975097656,0,0,2.70000004768372,13.6000003814697,13,220,1241,1,2020,1,0,NA,NA,0,NA,0,0,0,0,0,0,NA,-15.3196601867676,35.4185600280762,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",3,NA
"1677",1677,303065420237,1,0,0,0,4,7,0,2,7,2,3,0,7,4,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,1,0,"Zomba",12,"9",2019,995186.875,30705.15234375,6543.72119140625,19631.162109375,4530.2685546875,2.70000004768372,13.6000003814697,13,220,1241,1,2020,1,0,NA,NA,0,NA,0,7,7,1500,0,0,NA,-15.3196601867676,35.4185600280762,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_020",6,NA
